plot_size_hectares,soil_ph,soil_type,planned_crop_family,planned_nitrogen_demand,ph_distance_from_ideal,soil_type_match,same_family_repeat_count,heavy_feeder_streak,seasons_since_nitrogen_fixer,rotation_length,planned_crop,previous_crops,risk_level,should_rotate,risk_score
11.51,4.85,clay,grain,2,1.15,1,0,0,0,2,wheat,clover|beans,low,0,1.41
31.36,5.63,loam,grain,3,0.17,1,0,0,0,2,corn,corn|beans,low,0,0
21.31,8.23,loam,legume,1,1.23,1,0,0,1,4,clover,beans|wheat|soybean|onion,low,0,1.33
43.63,4.51,silt,grain,3,1.29,1,1,0,4,4,corn,potato|pepper|lettuce|wheat,high,1,6.07
47.73,7.17,sandy,aster,2,0.17,0,1,0,3,3,lettuce,carrot|pepper|lettuce,medium,1,3.74
22.17,7.93,clay,legume,1,0.43,0,0,1,1,1,peas,tomato,medium,0,2.17
12.38,7.64,silt,nightshade,2,1.14,0,1,1,1,2,potato,soybean|tomato,high,1,6.04
34.16,8.45,sandy,umbellifer,1,1.65,1,0,0,1,4,carrot,rice|broccoli|soybean|lettuce,low,0,1.22
35.28,4.51,silt,legume,1,1.49,1,0,0,2,2,peas,broccoli|lettuce,medium,0,2.07
9.73,4.67,clay,legume,1,1.33,0,0,1,1,1,beans,broccoli,medium,0,4.02
34.39,7.3,loam,nightshade,3,0.5,1,0,1,1,1,tomato,broccoli,medium,0,2.79
17.34,4.75,sandy,grain,3,0.75,0,0,2,2,2,rice,rice|tomato,high,1,5.29
42.48,4.42,loam,nightshade,3,1.58,1,0,0,0,3,tomato,corn|potato|peas,medium,0,2.3
25.76,4.66,loam,grain,2,1.34,1,0,0,0,3,wheat,tomato|corn|clover,medium,0,2.48
0.81,5.02,clay,legume,1,0.98,0,0,1,2,2,soybean,pepper|rice,high,0,4.63
39.77,6.11,sandy,umbellifer,1,0,1,0,0,2,2,carrot,cabbage|pepper,low,0,0
8.06,7.82,clay,brassica,3,0.82,1,1,1,2,4,broccoli,cabbage|soybean|wheat|cabbage,high,1,5.7
11.36,6.68,loam,legume,1,0,1,0,0,1,2,peas,soybean|wheat,low,0,0.57
8.88,6.38,sandy,grain,3,0,0,0,0,1,1,corn,pepper,medium,0,3.39
44.46,8.43,silt,brassica,3,1.43,0,0,0,0,0,broccoli,,medium,0,3.53
0.16,5.54,loam,grain,2,0.46,1,0,1,3,3,wheat,broccoli|pepper|broccoli,medium,0,3.95
45.43,5.87,clay,nightshade,2,0,0,0,0,1,1,potato,wheat,medium,0,2.06
13.3,4.85,silt,grain,3,0.65,1,0,0,1,1,rice,onion,medium,1,2.29
29.66,6.43,loam,aster,2,0,1,0,0,3,4,lettuce,beans|broccoli|rice|wheat,medium,0,2.57
6.41,5.05,loam,nightshade,2,0.45,1,0,0,1,3,pepper,onion|beans|wheat,low,0,0.59
46.57,7.82,silt,nightshade,2,1.32,0,0,0,0,4,potato,peas|carrot|broccoli|peas,medium,0,2.86
37.82,7.73,sandy,grain,3,1.23,0,0,0,0,2,rice,lettuce|beans,low,0,1.76
28.59,6.23,loam,legume,1,0,1,0,0,3,3,beans,rice|cabbage|onion,low,0,1.99
22.91,4.92,loam,nightshade,2,0.58,1,0,1,1,1,pepper,corn,medium,0,2.48
13.51,6.54,loam,grain,3,0.04,0,1,0,1,4,rice,lettuce|broccoli|soybean|wheat,medium,1,3.44
11.57,6.58,sandy,umbellifer,1,0,1,0,1,3,3,carrot,tomato|wheat|broccoli,medium,1,2.97
44.12,5.95,sandy,brassica,3,0.05,0,0,0,0,0,cabbage,,low,0,1.63
41.89,4.78,clay,aster,2,1.22,0,0,2,2,2,lettuce,tomato|broccoli,high,1,7.2
22.47,5.65,loam,legume,1,0.35,1,0,1,2,2,soybean,wheat|cabbage,medium,0,2.46
36.87,7.38,clay,legume,1,0,0,0,0,1,2,peas,clover|carrot,low,0,1.06
47.7,5.44,silt,brassica,3,0.56,0,1,1,2,3,cabbage,peas|lettuce|broccoli,high,1,6.38
19.34,5.67,loam,nightshade,2,0,1,0,0,3,3,potato,tomato|wheat|wheat,medium,0,2.1
35.97,5.86,clay,aster,2,0.14,0,0,1,1,2,lettuce,clover|broccoli,medium,0,3.07
44.48,7.24,silt,grain,3,0.24,1,1,1,4,4,corn,lettuce|pepper|potato|rice,high,1,4.96
31.99,4.38,clay,grain,3,1.42,0,0,1,4,4,corn,potato|carrot|carrot|tomato,high,0,5.91
17.97,4.39,loam,aster,2,1.61,1,0,0,0,0,lettuce,,medium,0,2.52
26.22,5.09,sandy,umbellifer,1,0.91,1,0,0,1,2,carrot,clover|pepper,low,0,0.52
17.57,7.71,loam,nightshade,2,0.91,1,0,0,0,0,pepper,,low,0,0.52
16.65,8.27,loam,grain,3,1.77,0,1,1,1,1,rice,corn,low,1,7.75
35.15,4.39,sandy,brassica,3,1.61,0,1,1,1,1,broccoli,broccoli,high,1,5.68
47.78,8.16,sandy,allium,2,1.16,1,0,0,0,2,onion,pepper|soybean,low,0,1.41
11.91,6.73,silt,grain,3,0,1,0,0,2,2,corn,onion|lettuce,low,0,0.19
9.49,7.04,silt,legume,1,0,1,0,0,1,1,peas,potato,low,0,0
32.1,6.61,loam,brassica,3,0,1,0,0,3,4,cabbage,clover|cabbage|corn|lettuce,medium,0,2.22
31.35,5.27,silt,legume,1,0.73,1,0,1,1,1,peas,tomato,medium,0,2.68
0.73,7.45,sandy,aster,2,0.45,0,0,0,0,3,lettuce,pepper|broccoli|beans,low,1,1.79
13.43,8.42,clay,umbellifer,1,1.62,0,0,0,2,2,carrot,carrot|onion,medium,0,2.99
14.72,6.84,clay,legume,1,0,0,0,0,2,4,soybean,beans|beans|cabbage|carrot,low,0,1.35
11.25,4.43,clay,legume,1,1.57,0,1,0,0,2,soybean,wheat|clover,medium,1,4.43
13.86,4.31,loam,nightshade,2,1.19,1,0,0,0,3,pepper,potato|peas|peas,medium,0,2.15
31.45,5.91,clay,nightshade,3,0.09,0,0,0,0,3,tomato,tomato|onion|beans,medium,0,2.08
2.11,6.25,silt,brassica,3,0,0,0,2,3,3,broccoli,lettuce|tomato|rice,high,1,6.59
4.85,5.47,clay,nightshade,2,0,0,0,0,0,2,potato,lettuce|beans,low,0,0.84
43.81,6.73,clay,nightshade,3,0,0,0,0,0,2,tomato,potato|soybean,medium,0,2.78
24.69,4.97,clay,brassica,3,1.03,1,0,0,1,3,cabbage,beans|soybean|wheat,low,0,1.18
47.38,6.27,clay,grain,3,0,1,0,2,3,3,rice,onion|rice|broccoli,high,1,6.03
14.3,4.97,clay,brassica,3,1.03,1,0,0,0,4,cabbage,tomato|wheat|pepper|soybean,low,0,1.83
27.48,6.61,loam,grain,3,0.11,0,0,0,1,2,rice,beans|lettuce,low,1,1.91
23.21,7.83,silt,aster,2,0.83,1,0,0,1,3,lettuce,cabbage|soybean|wheat,low,0,1.31
5.32,6.73,clay,grain,3,0,0,1,1,1,3,corn,broccoli|clover|rice,high,1,5.17
17.32,7.17,silt,legume,1,0.17,1,0,0,1,1,soybean,carrot,low,0,1.05
32.06,4.28,sandy,nightshade,2,1.22,1,0,0,3,3,pepper,cabbage|lettuce|wheat,medium,0,2.41
6.21,8.07,loam,grain,3,1.07,1,0,0,2,3,corn,peas|rice|onion,medium,0,2.07
31.93,5.52,clay,umbellifer,1,0.48,0,1,0,2,2,carrot,pepper|carrot,medium,1,4.1
18.02,5.37,clay,legume,1,0.63,0,0,1,3,3,peas,onion|onion|broccoli,medium,0,3.66
13.34,4.82,sandy,nightshade,3,1.18,0,0,1,2,2,tomato,potato|rice,high,0,5.69
40.62,5.27,sandy,grain,2,0.73,0,1,3,3,3,wheat,broccoli|tomato|rice,high,1,10.2
11.08,7.9,silt,allium,2,0.9,0,0,0,2,2,onion,carrot|wheat,medium,0,2.83
41.57,7.67,clay,grain,3,0.67,0,0,0,0,4,corn,onion|tomato|rice|soybean,medium,0,2.74
49.67,6.75,loam,legume,1,0,1,0,0,0,0,clover,,low,0,0
0.54,7.85,silt,legume,1,0.85,1,0,0,1,3,soybean,carrot|peas|carrot,low,0,0.95
5.03,8.3,silt,legume,1,1.3,0,0,0,2,2,beans,carrot|wheat,medium,0,2.82
7.92,5.24,clay,umbellifer,1,0.76,0,0,1,1,4,carrot,onion|cabbage|beans|tomato,medium,0,3.22
29.74,6.4,loam,legume,1,0,1,1,0,0,2,peas,onion|beans,low,1,2
31.73,8.36,silt,allium,2,1.36,0,0,1,1,2,onion,soybean|tomato,high,0,5.2
6.14,6.2,clay,grain,3,0,0,0,0,4,4,corn,onion|pepper|onion|onion,medium,0,3.48
39.88,5.95,loam,legume,1,0.05,1,0,1,3,3,beans,pepper|pepper|rice,medium,0,2.45
2.24,7.96,loam,legume,1,0.46,1,1,0,0,3,peas,rice|cabbage|peas,medium,1,2.31
45.69,4.26,sandy,grain,3,1.24,0,0,0,0,1,rice,clover,medium,0,2.65
35.74,6.67,clay,umbellifer,1,0,0,0,0,0,2,carrot,carrot|clover,low,1,0.76
1.08,5.09,loam,grain,2,0.91,1,0,0,0,4,wheat,tomato|clover|soybean|beans,low,0,0
40.71,5.28,loam,brassica,3,0.72,1,0,1,1,3,broccoli,pepper|beans|rice,medium,0,3.32
31.39,7.67,clay,nightshade,2,1.17,0,0,0,3,3,potato,broccoli|carrot|wheat,medium,0,3.15
4.8,8.11,sandy,brassica,3,1.11,0,0,3,4,4,broccoli,pepper|cabbage|cabbage|corn,high,1,8.61
20.65,6.79,sandy,nightshade,2,0,1,0,2,3,4,pepper,beans|lettuce|broccoli|cabbage,high,1,5.38
15.51,7.33,sandy,grain,3,0.83,0,0,1,3,3,rice,lettuce|wheat|tomato,high,0,5.47
33.13,4.73,silt,legume,1,1.27,1,0,0,1,1,soybean,wheat,low,0,1.47
3.89,8.38,sandy,legume,1,1.38,1,1,0,0,3,beans,cabbage|cabbage|clover,medium,1,3.31
10.22,6.53,silt,legume,1,0,0,2,0,0,3,beans,pepper|peas|soybean,high,1,4.84
24.93,7.34,clay,allium,2,0.34,0,1,0,1,4,onion,tomato|beans|clover|onion,medium,1,4.1
28.1,8.06,silt,brassica,3,1.06,0,0,0,0,0,broccoli,,low,0,1.7
2.79,7.5,sandy,legume,1,0.5,0,0,0,1,4,clover,wheat|soybean|soybean|potato,medium,0,2.23
23.35,8.03,loam,nightshade,3,1.23,1,0,0,1,1,tomato,lettuce,low,0,1.85
21.12,5.71,sandy,aster,2,0.29,0,0,1,1,3,lettuce,peas|peas|broccoli,medium,0,3.82
12.95,6.77,clay,grain,2,0,1,0,2,4,4,wheat,tomato|onion|cabbage|broccoli,high,1,4.88
36.76,6.9,silt,brassica,3,0,0,1,1,1,1,broccoli,broccoli,high,1,6.07
32.81,7.93,clay,grain,2,0.93,1,0,0,2,2,wheat,rice|potato,low,0,0.6
18.88,7.84,silt,allium,2,0.84,0,0,0,2,2,onion,broccoli|lettuce,medium,0,2.2
1.25,5.91,clay,legume,1,0.09,0,0,1,2,2,beans,lettuce|broccoli,medium,0,3
47.01,7.48,silt,legume,1,0.48,1,2,0,0,3,clover,potato|clover|clover,medium,1,4.15
40.99,4.6,sandy,nightshade,2,0.2,1,2,0,2,2,potato,tomato|potato,high,1,4.98
46.62,4.95,clay,grain,3,0.85,0,0,0,0,1,corn,soybean,medium,0,2.42
40.78,8.24,clay,brassica,3,0.74,1,0,0,2,2,cabbage,rice|carrot,low,0,1.61
11.07,5.66,sandy,nightshade,2,0,1,0,0,0,0,potato,,low,0,0
9.28,5.21,sandy,aster,2,0.79,0,0,1,1,2,lettuce,peas|tomato,medium,0,3.12
35.47,7.92,silt,nightshade,2,1.12,0,1,0,1,3,pepper,carrot|peas|potato,high,1,4.69
28.9,5.49,loam,nightshade,2,0.01,1,0,1,2,2,pepper,onion|broccoli,medium,1,3.25
44.91,5.15,loam,brassica,3,0.85,1,0,1,3,3,broccoli,potato|pepper|corn,high,0,5.02
8.35,6.2,loam,legume,1,0,1,0,1,2,2,peas,potato|cabbage,low,0,1.97
25.22,4.85,silt,brassica,3,1.15,0,1,1,2,4,cabbage,lettuce|soybean|onion|broccoli,high,1,6.88
15.21,6.52,silt,legume,1,0,1,0,0,2,2,soybean,lettuce|carrot,low,0,0
9.1,5.8,loam,brassica,3,0.2,1,0,0,1,1,cabbage,wheat,low,0,1.35
0.13,7.2,silt,grain,3,0.2,1,0,1,1,2,corn,soybean|broccoli,medium,0,2.92
12.19,6.47,silt,legume,1,0,1,0,0,4,4,clover,cabbage|corn|corn|onion,low,0,1.62
26.25,4.2,loam,legume,1,1.8,1,0,0,1,2,soybean,clover|lettuce,low,0,1.71
36.96,4.58,silt,grain,2,1.42,0,0,1,1,1,wheat,tomato,medium,0,3.97
9.98,6.84,loam,aster,2,0,1,0,0,0,3,lettuce,peas|potato|peas,low,0,0.35
27.02,5.71,silt,legume,1,0.29,1,1,0,0,1,clover,soybean,low,1,0.71
22.64,4.33,loam,brassica,3,1.67,1,0,0,0,1,cabbage,peas,medium,0,2.25
13.98,8.18,silt,nightshade,2,1.38,0,0,1,1,4,pepper,carrot|wheat|soybean|cabbage,high,0,4.82
43.95,6.44,sandy,legume,1,0,1,0,1,1,1,beans,tomato,low,0,0.84
3.69,7.27,loam,umbellifer,1,0.47,1,0,0,4,4,carrot,cabbage|tomato|tomato|potato,medium,0,2.82
5.05,4.93,silt,nightshade,2,0.57,0,0,0,0,4,pepper,potato|pepper|pepper|beans,low,0,2.02
25.49,6.04,clay,legume,1,0,0,0,3,3,3,peas,rice|tomato|broccoli,high,1,7.34
41.14,8.07,sandy,nightshade,3,1.27,0,1,2,2,3,tomato,peas|cabbage|tomato,high,1,8.23
1.14,4.55,silt,legume,1,1.45,1,0,0,2,2,peas,broccoli|pepper,medium,0,2.35
45.62,6.09,loam,grain,3,0,0,0,0,0,2,rice,peas|clover,low,0,1.06
33.22,7.49,loam,legume,1,0.49,1,0,2,3,3,soybean,lettuce|rice|cabbage,medium,1,3.26
42.54,4.72,sandy,grain,3,0.78,0,0,0,1,1,rice,onion,medium,0,3.43
39.49,6.92,loam,aster,2,0,1,0,0,0,1,lettuce,beans,low,0,0
13.84,5.66,silt,legume,1,0.34,0,0,0,4,4,beans,cabbage|lettuce|carrot|pepper,medium,0,3.88
41.59,5.9,loam,legume,1,0.1,1,0,0,2,3,beans,soybean|carrot|onion,low,0,1.34
16.65,4.26,sandy,grain,2,1.74,0,0,0,0,0,wheat,,medium,0,2.73
43.54,5.63,sandy,grain,2,0.37,0,0,0,1,1,wheat,pepper,medium,1,2.47
13.86,6.83,clay,legume,1,0,0,3,0,0,3,peas,peas|soybean|beans,high,1,7.26
20.66,5.43,clay,legume,1,0.57,1,0,0,1,1,clover,wheat,low,0,0.72
18.47,5.11,sandy,brassica,3,0.89,0,0,0,0,0,broccoli,,medium,0,2.21
49.65,8.01,clay,aster,2,1.01,0,0,1,2,2,lettuce,wheat|rice,medium,0,4.14
32.77,5.05,clay,nightshade,2,0,0,0,0,3,3,potato,rice|carrot|lettuce,medium,0,3.06
7.39,5.55,loam,legume,1,0.45,1,0,0,1,3,clover,wheat|beans|pepper,low,0,1.65
31.54,5.77,sandy,brassica,3,0.23,0,0,0,1,2,cabbage,beans|wheat,medium,0,2.68
27.39,6.2,silt,legume,1,0,1,0,2,2,2,clover,cabbage|cabbage,high,1,4.52
36.91,8.13,silt,brassica,3,0.63,0,0,2,2,3,cabbage,clover|rice|corn,high,1,6.81
9.79,4.77,silt,nightshade,3,1.23,0,0,0,0,3,tomato,potato|onion|peas,medium,0,2.57
10.91,4.63,sandy,grain,2,1.37,0,0,0,0,2,wheat,lettuce|beans,medium,0,2.74
4.13,8.01,clay,nightshade,2,1.51,0,0,0,1,2,potato,peas|wheat,medium,0,2.22
1.38,7.54,sandy,grain,3,0.54,0,0,0,3,4,corn,soybean|onion|tomato|pepper,medium,0,2.89
15.58,7.43,sandy,grain,2,0.43,0,0,0,0,1,wheat,soybean,medium,0,2.09
26.6,6.93,loam,legume,1,0,1,0,3,4,4,clover,potato|broccoli|corn|corn,high,1,5.61
4.42,4.87,clay,grain,3,0.63,1,0,0,2,4,rice,beans|peas|corn|potato,low,0,1.46
20.25,5.33,clay,aster,2,0.67,0,0,0,0,2,lettuce,broccoli|clover,low,0,1.47
14.34,4.81,silt,allium,2,1.19,0,0,0,0,0,onion,,medium,0,3.07
11.09,5.35,loam,grain,3,0.15,0,0,0,1,1,rice,lettuce,medium,0,2.89
38.81,8.05,clay,legume,1,1.05,0,0,0,2,2,soybean,tomato|potato,medium,0,2.37
22.06,4.69,sandy,nightshade,2,0.81,1,0,2,2,2,pepper,cabbage|corn,high,1,4.9
12.58,7.64,sandy,legume,1,0.14,0,0,1,2,2,peas,wheat|tomato,medium,0,3.2
14.04,6.36,loam,allium,2,0,1,0,0,0,3,onion,pepper|pepper|clover,high,0,0.1
42.66,5.28,clay,aster,2,0.72,0,0,0,3,3,lettuce,carrot|cabbage|onion,medium,0,2.89
42.25,4.81,silt,nightshade,2,0,0,0,1,1,1,potato,cabbage,medium,1,2.72
0.12,6.29,clay,legume,1,0,0,1,0,0,2,beans,corn|soybean,medium,1,3.24
36.85,7.13,silt,legume,1,0.13,1,0,0,1,1,soybean,onion,low,0,1.28
38.98,7.47,silt,nightshade,3,0.67,0,0,1,1,2,tomato,soybean|broccoli,medium,0,3.59
6.1,8.02,clay,legume,1,1.02,1,0,0,1,2,clover,peas|lettuce,low,0,0.85
6.08,4.84,loam,nightshade,2,0,1,0,0,0,1,potato,peas,low,0,0
6.64,6.42,silt,grain,3,0,1,0,0,1,2,corn,clover|potato,low,0,1.29
36.2,4.84,clay,legume,1,1.16,0,1,0,0,2,beans,pepper|clover,medium,1,3.36
14.86,4.41,sandy,brassica,3,1.59,0,0,0,0,0,broccoli,,medium,0,3.75
21.63,5.81,sandy,grain,3,0,0,0,0,0,3,rice,cabbage|soybean|peas,low,0,1.32
22.71,7.9,silt,allium,2,0.9,0,0,0,1,1,onion,pepper,medium,0,2.67
46.84,6.96,sandy,brassica,3,0,0,0,1,1,1,broccoli,corn,medium,0,3.43
39.87,7.81,silt,nightshade,2,1.01,0,0,0,0,0,pepper,,medium,1,2.22
48.5,6.98,loam,allium,2,0,1,0,0,3,3,onion,corn|wheat|pepper,low,0,1.73
0.56,5.21,clay,legume,1,0.79,0,0,0,2,2,beans,corn|lettuce,low,0,1.87
14.67,7.77,clay,legume,1,0.77,0,0,0,1,2,beans,beans|wheat,low,0,1.59
35.35,6.63,silt,legume,1,0,0,1,0,0,3,beans,cabbage|lettuce|beans,medium,1,2.35
47.52,4.38,silt,umbellifer,1,1.62,0,0,0,0,2,carrot,tomato|peas,low,0,1.65
2.85,4.29,clay,nightshade,2,0.51,0,0,1,1,1,potato,corn,medium,0,4.11
14.27,6.71,clay,legume,1,0,0,0,0,2,2,beans,potato|pepper,low,0,1.45
30.73,6.7,silt,grain,2,0,0,0,2,2,2,wheat,rice|cabbage,high,1,6.16
41.2,4.69,loam,aster,2,1.31,1,0,0,1,1,lettuce,pepper,low,1,2
44.56,7.65,sandy,nightshade,2,0.85,1,2,0,2,2,pepper,potato|potato,high,1,5.69
42.33,6.03,silt,grain,2,0,0,0,0,2,3,wheat,beans|cabbage|onion,low,0,1.85
20.41,4.99,clay,nightshade,3,1.01,0,0,0,0,3,tomato,pepper|pepper|beans,medium,0,2.71
10.49,5.76,silt,nightshade,3,0.24,0,0,1,1,1,tomato,broccoli,medium,0,3.8
22.34,7.82,sandy,allium,2,0.82,1,0,0,1,1,onion,pepper,low,0,1.66
23.73,4.36,sandy,nightshade,2,0.44,1,1,0,1,2,potato,clover|potato,medium,1,3.63
46.87,4.22,loam,nightshade,2,1.28,1,0,0,1,2,pepper,peas|carrot,medium,0,2.47
2.1,8.02,sandy,allium,2,1.02,1,0,0,1,2,onion,beans|wheat,medium,0,2.4
47.52,4.23,sandy,aster,2,1.77,0,0,0,2,2,lettuce,carrot|wheat,medium,0,4.04
48.22,7.64,silt,nightshade,2,0.84,0,0,0,1,1,pepper,onion,medium,0,2.85
19.5,7.57,silt,umbellifer,1,0.77,0,1,0,1,1,carrot,carrot,medium,1,4.1
21.08,6.97,silt,allium,2,0,0,0,0,0,1,onion,clover,low,0,1.63
12.89,7.13,clay,nightshade,2,0.63,0,0,0,0,2,potato,beans|beans,medium,0,2.11
2.34,5.52,silt,brassica,3,0.48,0,0,0,0,1,cabbage,clover,medium,0,2.64
37.91,6.2,silt,legume,1,0,0,1,0,0,2,beans,wheat|peas,medium,1,3.24
33.73,8.2,sandy,legume,1,1.2,0,1,0,0,1,soybean,clover,medium,1,2.94
6.58,7.55,silt,umbellifer,1,0.75,0,0,0,0,0,carrot,,low,0,1.2
31.7,6.77,silt,brassica,3,0,0,0,0,2,4,cabbage,soybean|peas|potato|pepper,medium,0,2.3
37.9,5.05,sandy,legume,1,0.95,0,0,0,1,4,peas,carrot|soybean|clover|onion,medium,0,2.22
33.53,7.55,clay,legume,1,0.55,0,0,0,0,0,soybean,,low,0,1.42
33.42,4.78,sandy,nightshade,3,1.22,0,0,0,3,4,tomato,peas|onion|corn|lettuce,medium,0,3.15
28.46,8.47,loam,legume,1,1.47,1,0,0,4,4,clover,corn|tomato|broccoli|onion,medium,0,3.89
21.52,6.09,silt,grain,3,0,1,0,0,4,4,corn,potato|tomato|onion|onion,medium,0,3.33
6.74,7.38,loam,brassica,3,0.38,1,0,0,0,4,broccoli,onion|pepper|pepper|peas,low,0,1.2
49.14,5.38,silt,umbellifer,1,0.62,0,0,0,0,1,carrot,clover,low,0,0.78
1.52,6.6,silt,nightshade,3,0,0,0,0,0,2,tomato,wheat|soybean,medium,1,2.04
48,8.06,clay,legume,1,1.06,0,0,0,2,2,soybean,broccoli|wheat,medium,0,2.55
47.06,7.33,loam,legume,1,0.33,1,0,0,1,4,soybean,wheat|wheat|clover|onion,low,0,1.87
39.27,6.13,silt,legume,1,0,1,0,0,0,0,soybean,,low,0,0
39.7,4.4,silt,grain,3,1.1,1,0,0,0,2,rice,carrot|soybean,low,0,1.32
23.7,4.87,silt,nightshade,2,0.63,0,0,1,3,3,pepper,wheat|potato|broccoli,medium,0,3.59
25.33,6.78,clay,grain,3,0.28,1,0,0,0,0,rice,,low,0,1.03
16.95,8.12,loam,legume,1,1.12,1,0,0,3,4,clover,soybean|potato|carrot|onion,low,0,1.55
46.78,7.92,sandy,nightshade,3,1.12,0,0,0,0,2,tomato,clover|peas,medium,0,2.81
39.03,6.63,silt,brassica,3,0,0,0,0,0,2,broccoli,carrot|beans,low,0,1.83
25.94,7.43,loam,legume,1,0.43,1,0,0,1,2,beans,peas|carrot,low,0,0.77
29.22,7.94,clay,grain,2,0.94,1,0,0,1,3,wheat,pepper|clover|pepper,medium,0,2.58
17.74,4.93,clay,legume,1,1.07,0,0,1,1,3,beans,beans|beans|rice,medium,0,3.76
13.71,4.59,sandy,aster,2,1.41,0,0,1,1,2,lettuce,clover|corn,medium,0,3.97
29.41,5.06,loam,aster,2,0.94,1,0,1,1,1,lettuce,tomato,medium,0,3.03
13.92,7.54,loam,allium,2,0.54,1,0,1,4,4,onion,tomato|carrot|carrot|cabbage,high,0,4.8
42.97,5.8,loam,legume,1,0.2,1,0,2,3,3,peas,pepper|corn|rice,high,1,5.34
38.54,5.33,loam,legume,1,0.67,1,0,0,0,0,clover,,low,0,0.91
15.57,4.28,silt,nightshade,3,1.72,0,1,0,2,2,tomato,cabbage|pepper,high,1,5.55
13.93,6.45,silt,allium,2,0,0,0,1,1,1,onion,tomato,medium,0,2.59
12.49,5.77,clay,aster,2,0.23,0,0,1,1,1,lettuce,broccoli,medium,0,3.8
24.31,4.22,clay,brassica,3,1.78,1,1,1,1,1,cabbage,broccoli,high,1,6.01
32.88,7.36,loam,brassica,3,0,1,0,1,1,1,cabbage,rice,medium,0,3.24
3.8,7.77,loam,grain,3,1.27,0,0,0,0,2,rice,wheat|clover,low,0,1.68
36.18,4.26,clay,grain,3,1.54,0,0,0,1,2,corn,soybean|carrot,medium,0,2.85
1.83,6.75,loam,grain,3,0,1,0,0,0,4,corn,lettuce|soybean|broccoli|soybean,low,0,1.97
3.93,6.47,silt,umbellifer,1,0,0,0,0,0,2,carrot,soybean|soybean,low,0,0.54
7.19,5.94,sandy,brassica,3,0.06,0,0,0,0,1,broccoli,beans,medium,0,2.38
9.42,4.52,silt,nightshade,2,0.98,0,0,0,0,3,pepper,corn|corn|peas,low,0,1.36
40.25,6.33,loam,nightshade,3,0,1,0,1,4,4,tomato,cabbage|broccoli|onion|rice,medium,0,3.13
37.58,6.6,clay,aster,2,0,0,0,1,1,2,lettuce,soybean|corn,medium,1,3.02
48.16,8.35,clay,nightshade,2,1.55,0,0,0,0,4,pepper,onion|tomato|carrot|peas,medium,0,2.66
8.15,8.15,clay,grain,3,1.15,0,0,1,2,2,corn,pepper|tomato,high,0,6.15
6.89,8.05,loam,grain,3,1.55,0,0,0,0,0,rice,,medium,0,3
12.79,5.52,clay,brassica,3,0.48,1,0,0,1,2,cabbage,peas|pepper,medium,0,2.08
38.56,7.06,silt,brassica,3,0.06,0,1,1,2,2,broccoli,potato|cabbage,high,1,5.85
3.05,6.73,loam,legume,1,0,1,0,1,1,1,peas,rice,low,0,1.97
6.43,5.11,silt,legume,1,0.89,1,0,0,4,4,clover,potato|corn|potato|potato,high,0,3.33
36.04,7.64,silt,brassica,3,0.14,0,0,1,1,1,cabbage,tomato,low,0,3.53
17.74,6.7,sandy,aster,2,0,0,0,0,0,2,lettuce,wheat|beans,low,0,1.76
19.37,8.02,clay,legume,1,0.52,0,0,0,1,3,peas,soybean|peas|wheat,low,0,1.68
10.24,6.4,silt,grain,3,0,1,0,0,1,1,corn,onion,low,0,1.96
8.3,4.81,loam,grain,3,0.69,0,0,2,3,3,rice,pepper|broccoli|broccoli,high,1,6.64
0.65,5.55,silt,legume,1,0.45,0,1,0,0,1,beans,peas,medium,1,3.31
22.71,7.94,silt,grain,2,0.94,0,0,2,2,3,wheat,beans|rice|broccoli,high,1,4.74
32.32,4.95,clay,nightshade,3,1.05,0,1,1,1,2,tomato,soybean|tomato,high,1,6.36
38.4,6.72,sandy,legume,1,0,0,1,0,0,1,peas,beans,medium,1,2.62
0.94,5.59,sandy,umbellifer,1,0.41,1,0,1,1,3,carrot,wheat|soybean|rice,medium,0,2.3
23.25,5.66,sandy,umbellifer,1,0.34,1,0,0,2,4,carrot,broccoli|peas|cabbage|onion,low,0,1.32
35.98,7.19,clay,allium,2,0.19,0,0,0,1,2,onion,beans|potato,medium,0,2.12
28.65,5.04,silt,legume,1,0.96,1,0,1,1,1,peas,corn,medium,0,2.26
20.36,4.81,clay,legume,1,1.19,0,0,1,1,3,peas,lettuce|soybean|cabbage,medium,0,3.46
7.92,6.9,silt,allium,2,0,0,0,0,3,3,onion,corn|corn|wheat,low,0,1.23
17.12,6.28,loam,nightshade,3,0,1,0,0,0,4,tomato,lettuce|soybean|potato|beans,low,0,0
10.9,7.63,silt,legume,1,0.63,1,0,0,3,3,clover,wheat|pepper|carrot,low,0,1.63
25.29,7.35,silt,legume,1,0.35,1,0,0,2,2,soybean,cabbage|onion,high,0,1.41
9.69,6.95,sandy,allium,2,0,1,0,0,0,4,onion,rice|broccoli|wheat|beans,low,0,0.37
35.94,7.62,loam,grain,2,0.62,1,0,0,1,1,wheat,lettuce,low,0,1.18
48.28,5.57,clay,grain,3,0,1,0,0,2,4,rice,onion|beans|onion|pepper,low,0,1.65
8.76,5.54,silt,legume,1,0.46,1,0,1,1,1,soybean,rice,medium,0,2.48
29.36,7.95,clay,nightshade,2,1.45,0,0,0,0,1,potato,beans,medium,0,2.59
32.89,4.24,loam,legume,1,1.76,1,0,0,4,4,clover,tomato|wheat|wheat|lettuce,medium,0,3.15
